flag,description,image,difficult,id,name,ingredients,steps,cleaned_ingredients,times
recipes,Use chunks of stewing beef in this healthy chilli con carne for a robust and filling dish. Serve with rice and coriander,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chilli-f125174.jpg,Easy,900d9e95-bbd7-4d0c-b2e8-451805517849,Healthy chilli con carne,"['1-2 tbsp olive oil, plus extra if needed', '400g diced stewing beef', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '1 ½ tsp ground cumin', '1-2 tbsp chipotle paste (or gluten-free alternative), depending on how spicy you like it', '400g can kidney bean in chilli sauce', '400g can chopped tomato', '1 lime, zested and cut into wedges', '¼ small pack coriander, leaves only', 'cooked rice, to serve (optional)']","['Heat the oil in a large pan and cook the beef pieces for a few mins on each side until browned all over. Remove from the pan with a slotted spoon and set aside.', 'Add the onion to the pan, with extra oil if needed, and cook until softened. Stir in the garlic, cumin and chipotle paste, and cook for 1 min. Sieve the kidney beans, reserving the sauce. Add this sauce, along with the chopped tomatoes and a can full of water, to the pan. Stir well, then return the meat to the pan. Bring to a simmer, then cook, covered, for 2 hrs or until the beef is tender (or bake in the oven for 3 hrs at 160C/140C fan/gas 3).', 'Add the reserved kidney beans and lime zest, season and warm through. Serve with a scattering of coriander leaves, the lime wedges to squeeze over, and rice, if you like.']","['olive', 'garlic', 'chilli', 'lime', 'bean', 'wedges', 'oil', 'paste', 'cumin', 'cut', 'coriander', 'onion', 'chipotle', 'rice', 'beef', 'sauce', 'cloves', 'tomato']","{'Preparation': '5 mins', 'Cooking': '2 hrs and 15 mins'}"
recipes,"A healthy Cajun-inspired rice pot recipe that's bursting with spicy Spanish sausage, sweet peppers and tomatoes",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1274503_8-05ae02b.jpg,Easy,c5aa4a2e-79bc-4c9c-af9b-52e244ec1220,Chicken & chorizo jambalaya,"['1 tbsp olive oil', '2 chicken breasts, chopped', '1 onion, diced', '1 red pepper, thinly sliced', '2 garlic cloves, crushed', '75g chorizo, sliced', '1 tbsp Cajun seasoning', '250g long grain rice', '400g can plum tomato', '350ml chicken stock']","['Heat 1 tbsp olive oil in a large frying pan with a lid and brown 2 chopped chicken breasts for 5-8 mins until golden.', 'Remove and set aside. Tip in the 1 diced onion and cook for 3-4 mins until soft.', 'Add 1 thinly sliced red pepper, 2 crushed garlic cloves, 75g sliced chorizo and 1 tbsp Cajun seasoning, and cook for 5 mins more.', 'Stir the chicken back in with 250g long grain rice, add the 400g can of tomatoes and 350ml chicken stock. Cover and simmer for 20-25 mins until the rice is tender.']","['olive', 'chicken', 'garlic', 'chorizo', 'plum', 'oil', 'breasts', 'rice', 'seasoning', 'onion', 'pepper', 'grain', 'cloves', 'stock', 'tomato']","{'Preparation': '10 mins', 'Cooking': '45 mins'}"
recipes,"Cookery and wine writer, Fiona Beckett, shares one of her family's favourite recipes",https://images.immediate.co.uk/production/volatile/sites/30/2020/01/recipe-image-legacy-id-591456_11-0f62a3f.jpg,Easy,e1130150-a042-4410-ac32-98508547d21a,How to make spaghetti and meatballs,"['pack of 8 good-quality sausages', '500g pack minced beef', '4 garlic cloves, crushed', 'small bunch fresh parsley, finely chopped', '3tbsp dried breadcrumbs', '1 egg, lightly beaten', 'plain flour for rolling', '4tbsp sunflower or vegetable oil', '2 cans chopped tomatoes', 'pinch sugar', '500g spaghetti', 'grated parmesan, to serve']","['Cut through the skin of each sausage and pull them off. Put the sausage meat into a large bowl with the mince. Add half the garlic, half the parsley, the breadcrumbs and egg, and mix well. Season generously with pepper and a little salt, and mix again.', 'Sprinkle a chopping board with flour. Scoop out level dessertspoons of the mix, dip them in the flour and roll them into balls. Heat 3 tbsp of the oil in a large frying pan or wok, then fry the meatballs in batches, browning them on all sides. Set aside on a plate. When you’ve fried all the meatballs, pour away any excess fat. Rinse and dry the pan.', 'Pour the remaining oil into the pan, heat for 1 min then add the remaining garlic and fry for a few seconds. Tip in the tomatoes and break them down with a fork or wooden spoon. Cook over a moderately high heat for 5 mins until jammy. Season with salt, pepper and a little sugar.', 'Tip in the meatballs and turn them over in the sauce, ensuring they’re all covered. Cover the pan and cook the meatballs on a low heat for about 30 mins, spoon over the sauce occasionally and add a little water if it’s becoming too dry. 15 mins before the end of the cooking time, cook the spaghetti. To serve, stir most of the remaining parsley into the sauce then spoon the meatballs and sauce over the spaghetti. Scatter with last of the parsley and serve Parmesan on the side.']","['garlic', 'parsley', 'breadcrumbs', 'egg', 'oil', 'flour', 'parmesan', 'spaghetti', 'tomatoes', 'beef', 'vegetable', 'sausages', 'cloves', 'sugar']","{'Preparation': '30 mins', 'Cooking': '45 mins'}"
recipes,"Salty halloumi cheese, sweet pomegranate molasses and fresh mint make a delicious combination in this quick Lebanese meze dish",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/halloumi-with-tomatoes-pomegranate-molasses_0-2255eb6.jpg,Easy,a0c1055b-ae04-4981-bf5d-6a8f3d21385b,Halloumi with tomatoes & pomegranate molasses,"['1-2 tbsp olive oil', '½ tsp za’atar', '225g pack halloumi, sliced', '5 cherry tomatoes, halved', '1 tbsp pomegranate molasses', 'handful mint leaves, to serve', '1-2 tsp pomegranate seeds, to serve']","['Pour the olive oil into a medium bowl, add the za’atar and stir to combine. Add the halloumi and toss in the mixture until well coated.', 'Heat a large griddle pan. Place the halloumi in the pan and cook for 1-2 mins, then turn over and cook for a further 1-2 mins until golden brown on both sides. After turning the halloumi, add the cherry tomatoes and move them around the pan quickly so they cook all over.', 'Transfer the halloumi and tomatoes to a plate, then drizzle over the pomegranate molasses and serve with the mint leaves and pomegranate seeds scattered over.']","['olive', 'molasses', 'oil', 'cherry', 'mint', 'tomatoes', 'pomegranate']","{'Preparation': '5 mins', 'Cooking': '8 mins'}"
recipes,"Bring a touch of Mexican flavour to your midweek meal with this low-fat, one-pan supper",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1068489_11-2da4c12.jpg,Easy,724b1d66-ce5b-4172-b660-a0c110989211,Mexican chicken stew,"['1 tbsp vegetable oil', '1 medium onion, finely chopped', '3 garlic cloves, finely chopped', '½ tsp dark brown sugar', '1 tsp chipotle paste (we used Discovery)', '400g can chopped tomatoes', '4 skinless, boneless chicken breasts', '1 small red onion, sliced into rings', 'a few coriander leaves', 'corn tortillas, or rice to serve']","['Heat the oil in a medium saucepan. Add the onion and cook for 5 mins or until softened and starting to turn golden, adding the garlic for the final min. Stir in the sugar, chipotle paste and tomatoes. Put the chicken into the pan, spoon over the sauce, and simmer gently for 20 mins until the chicken has cooked (add a splash of water if the sauce gets too dry).', 'Remove the chicken from the pan and shred with 2 forks, then stir back into the sauce. Scatter with a little red onion, the coriander, and serve with remaining red onion, tortillas or rice.', 'If you want to use a slow cooker, cook the onion and garlic as above, then put into your slow cooker with the sugar, chipotle, tomatoes and chicken. Cover and cook on High for 2 hours. Remove the chicken and shred then serve as above.']","['vegetable', 'paste', 'rice', 'oil', 'cloves', 'corn', 'tomatoes', 'breasts', 'coriander', 'chipotle', 'tortillas', 'garlic', 'onion', 'sugar', 'chicken']","{'Preparation': '20 mins', 'Cooking': '25 mins'}"
recipes,Slow cook your next lasagne for extra tender mince – and this version is low-fat and low-calorie. A healthy family meal to give you comfort on cold nights,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beeflasagne-101bf4f.jpg,Easy,d71d78af-6ac4-40ac-bf55-96eacb9ac9b9,Slow cooker lasagne,"['2 tsp rapeseed oil', '2 onions, finely chopped', '4 celery sticks (about 175g), finely diced', '4 carrots (320g), finely diced', '2 garlic cloves, chopped', '400g lean (5% fat) mince beef', '400g can chopped tomatoes', '2 tbsp tomato purée', '2 tsp vegetable bouillon', '1 tbsp balsamic vinegar', '1 tbsp fresh thyme leaves', '6 wholewheat lasagne sheets (105g)', '400ml whole milk', '50g wholemeal flour', '1 bay leaf', 'generous grating of nutmeg', '15g finely grated parmesan']","['Heat the slow cooker if necessary. Heat the oil in a large non-stick pan and fry the onions, celery, carrots and garlic for 5-10 mins, stirring frequently until softened and starting to colour. Tip in the meat and break it down with a wooden spoon, stirring until it browns. Pour in the tomatoes with a quarter of a can of water, the tomato purée, bouillon, balsamic vinegar, thyme and plenty of black pepper, return to the boil and cook for 5 mins more.', 'Spoon half the mince in the slow cooker and top with half the lasagne, breaking it where necessary so it covers as much of the meat layer as possible. Top with the rest of the meat, and then another layer of the lasagne. Cover and cook on Low while you make the sauce.', 'Tip the milk and flour into a pan with the bay leaf and nutmeg and cook on the hob, whisking continuously until thickened. Carry on cooking for a few mins to cook the flour. Remove the bay leaf and stir in the cheese. Pour onto the pasta and spread out with a spatula, then cover and cook for 3 hours until the meat is cooked and the pasta is tender. Allow to settle for 10 mins before serving with salad.']","['mince', 'vinegar', 'oil', 'parmesan', 'tomato', 'bouillon', 'celery', 'vegetable', 'cloves', 'lasagne', 'flour', 'beef', 'sticks', 'nutmeg', 'onions', 'tomatoes', 'milk', 'garlic', 'thyme', 'carrots']","{'Preparation': '1 hr and 15 mins', 'Cooking': '3 hrs'}"
recipes,Struggle to find dishes to cook that take very little time but the whole family will love? Look no further than these chicken and halloumi burgers,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/15-minute-chicken-halloumi-burgers-ef95d1d.jpg,Easy,aaa0f529-b1c9-4acf-8765-518fa1bf55ca,15-minute chicken & halloumi burgers,"['2 skinless chicken breasts', '1 tbsp oil, plus extra for frying the halloumi, if needed', '4 tbsp piri-piri sauce or other mild chilli sauce, plus extra for drizzling', '½ lemon, juiced', 'burger buns, split in half', '250g block lighter halloumi, sliced into 8 pieces', '¼ small white cabbage, finely sliced', '2 tbsp mayonnaise', '4 tbsp hummus, tzatziki or soured cream & chive dip', 'handful of  rocket or 4-8 soft lettuce leaves', '2 large roasted red peppers from a jar, drained and sliced']","['Put the chicken breasts between two pieces of baking parchment and bash with a rolling pin until 1cm thick. Cut each into two even pieces. ', 'Heat two frying pans over a medium-high heat, heating the oil in one. Fry the chicken in the oiled pan for 3-4 mins on each side until cooked through. Season. Reduce the heat, drizzle in the chilli sauce and half the lemon juice and cook for 1-2 mins more until the sauce is reduced. Remove from the heat.', 'While the chicken cooks, toast the buns in the dry frying pan for 30 secs. Transfer to a plate, then fry the halloumi in the pan (add a bit of oil if the pan is not non-stick) for 30 secs on each side until golden. Toss the cabbage with the mayo and remaining lemon juice.', 'Spoon the hummus (or dip of your choice) into the toasted buns, then top with the rocket, chilli chicken, halloumi and peppers. Drizzle with a little more chilli sauce, spoon over the cabbage, season with black pepper, and top with the bun lids. Serve with any extra cabbage on the side, or a green salad.']","['chicken', 'pieces', 'lemon', 'chilli', 'hummus', 'cream', 'dip', 'oil', 'breasts', 'cabbage', 'split', 'sauce', 'white', 'lettuce', 'peppers', 'mayonnaise', 'buns', 'burger']","{'Preparation': '5 mins', 'Cooking': '10 mins'}"
recipes,"With sweet, slow-cooked carrots and beautifully tender meat, this beef and stout stew is comfort in a pot. Serve with creamy parsnip mash for a warming meal.",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513689_11-f809510.jpg,Easy,347a25d7-6d1e-4a65-87ab-2ddadc6914e1,Beef & Guinness stew with carrots,"['2 tbsp vegetable oil', '1kg stewing beef, cut into large chunks', '1 onion, roughly chopped', '10 carrots, cut into large chunks', '2 tbsp plain flour', '500ml can stout', '1 beef stock cube', 'pinch of sugar', '3 bay leaves', 'big thyme sprig', 'Creamy parsnip mash, to serve (see recipe below)']","['Heat oven to 160C/140C fan/gas 3. Heat the oil in large lidded casserole dish, brown the meat really well in batches, then set aside. Add the onion and carrots to the dish, give them a good browning, then scatter over the flour and stir. Tip the meat and any juices back into the dish and give it all a good stir. Pour over the stout and crumble in the stock cube. Season the stew with salt, pepper and a pinch of sugar. Tuck in the herbs and bring everything to a simmer.', 'Cover with a lid and place in the oven for about 2½ hrs until the meat is really tender. The stew can now be chilled and frozen for up to 3 months – defrost completely before reheating until piping hot. Leave the stew to settle a little, then serve with creamy parsnip mash for a true celebration of winter vegetables.']","['mash', 'parsnip', 'oil', 'stout', 'cut', 'carrots', 'onion', 'flour', 'thyme', 'beef', 'vegetable', 'stock', 'sugar']","{'Preparation': '30 mins', 'Cooking': '3 hrs'}"
recipes,Sizzling Chorizo & chickpea soup,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338571_12-66e09c7.jpg,Easy,7d28c52d-7c2b-450b-9e70-3f7e9319ff1e,Chorizo & chickpea soup,"['400g can chopped tomato', '110g pack of  chorizo  sausage (unsliced)', '140g wedge Savoy cabbage', 'sprinkling dried chilli flakes', '410g can chickpea, drained and rinsed', '1 chicken or vegetable stock  cube', 'crusty bread or garlic  bread, to serve']","['Put a medium pan on the heat and tip in the tomatoes, followed by a can of water. While the tomatoes are heating, quickly chop the chorizo into chunky pieces (removing any skin) and shred the cabbage.', 'Pile the chorizo and cabbage into the pan with the chilli flakes and chickpeas, then crumble in the stock cube. Stir well, cover and leave to bubble over a high heat for 6 mins or until the cabbage is just tender. Ladle into bowls and eat with crusty or garlic bread.']","['chorizo', 'chicken', 'wedge', 'chilli', 'garlic', 'cabbage', 'vegetable', 'bread', 'savoy', 'chickpea', 'stock', 'sausage', 'tomato']","{'Preparation': '5 mins', 'Cooking': '10 mins'}"
recipes,Flavour up butternut squash with Indian spices for this warming and healthy vegan soup. Serve with naan for a hearty lunch,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-910467_11-5ab0424.jpg,Easy,ba37650b-2837-4561-b2c9-fdd214bca904,"Vegan curried squash, lentil & coconut soup","['1 tbsp olive oil', '1 butternut squash, peeled, deseeded and diced', '200g carrot, diced', '1 tbsp curry powder containing turmeric', '100g red lentil', '700ml low-sodium vegetable stock', '1 can reduced-fat coconut milk', 'coriander and naan bread, to serve']","['Heat the oil in a large saucepan, add the squash and carrots, sizzle for 1 min, then stir in the curry powder and cook for 1 min more. Tip in the lentils, the vegetable stock and coconut milk and give everything a good stir. Bring to the boil, then turn the heat down and simmer for 15-18 mins until everything is tender.', 'Using a hand blender or in a food processor, blitz until as smooth as you like. Season and serve scattered with roughly chopped coriander and some naan bread alongside.']","['olive', 'vegetable', 'coconut', 'oil', 'lentil', 'bread', 'carrot', 'turmeric', 'squash', 'milk', 'stock', 'coriander', 'curry', 'butternut', 'naan']","{'Preparation': '10 mins', 'Cooking': '25 mins'}"
recipes,Try our easy Thai prawn curry on a busy weeknight. This quick dinner is ready in under 20 minutes and flavoured with warming red Thai curry paste,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338576_12-d97fbf5.jpg,Easy,6efbbc8a-0159-40a7-a5a1-d7b45de5678d,Easy Thai prawn curry,"['1 tbsp vegetable oil', '1 onion, chopped ', '1 tsp fresh root ginger', ""1-2 tsp Thai red curry paste (we used Sharwood's)"", '400g can chopped tomatoes', '50g sachet coconut cream', '400g raw frozen prawns', 'coriander, chopped, to serve (optional)']","['Heat the oil in a medium saucepan. Tip in the onion and ginger, then cook for a few mins until softened. Stir in the curry paste, then cook for 1 min more. Pour over the chopped tomatoes and coconut cream. Bring to the boil, then leave to simmer for 5 mins, adding a little boiling water if the mixture gets too thick.', 'Tip in the prawns, then cook for 5-10 mins more, depending on how large they are. Serve alongside some plain rice and sprinkle with a little chopped coriander, if you like.']","['ginger', 'coconut', 'oil', 'paste', 'onion', 'vegetable', 'prawns', 'tomatoes', 'cream', 'coriander', 'curry']","{'Preparation': '5 mins', 'Cooking': '15 mins'}"
recipes,"A balanced, filling breakfast bowl with oats and apple in low-fat yogurt, cinnamon and nutmeg and a nutty pomegranate topping",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bircher-16f2da2.jpg,Easy,f726336f-9a00-4d47-9e03-9ca4575a4b70,Pistachio nut & spiced apple Bircher muesli,"['50g jumbo porridge oat', '50ml apple juice', 'large pinch cinnamon', 'large pinch nutmeg', '1 medium apple, cored and grated', '2 tbsp low-fat natural yogurt', '25g chopped  pistachio', '3 tbsp pomegranate seeds or mixed berries']","['Mix all the base ingredients, except the yogurt, with 150ml water and leave to soak for at least 20 mins or overnight, if possible. Once the oats have softened, stir through the yogurt, then divide the mixture between 2 bowls. Sprinkle half of the topping over each bowl and serve.']","['yogurt', 'nutmeg', 'porridge', 'apple', 'berries', 'oat', 'pomegranate', 'pistachio', 'cinnamon', 'juice']","{'Preparation': '10 mins', 'Cooking': 'No Time'}"
recipes,"Serve this lamb meatloaf and salad at a summer picnic or packed up for lunch. It's tasty and healthy too, delivering all five of your five-a-day",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/healthy-turkish-meatloaf-d0e9a9e.jpg,Easy,ad6260c9-ae37-4f0d-a3e5-1aee01410116,Healthy Turkish meatloaf,"['a little rapeseed oil for the tin', '1 onion, finely chopped', '1 large aubergine, cut into slices lengthways then finely diced (about 320g)', '250g pouch cooked brown rice', '3 tbsp tomato purée', '1 tsp vegetable bouillon powder', '½ pack dill, chopped, plus extra to serve (optional)', '2 tsp each ground cinnamon and allspice', '250g lamb mince (10% fat)', '2 large eggs', '227g can chopped tomatoes', '1 pack of three peppers, deseeded and roughly chopped', '2 large courgettes (about 500g), halved and sliced', '2 large red onions, sliced', '1 tbsp rapeseed oil', '1 tbsp cider vinegar', '1 garlic clove, finely grated', 'handful chopped mint']","['Heat oven to 180C/160C fan/gas 4. Line a 900g loaf tin with baking parchment and lightly oil it.', 'Put the onion and aubergine in a large bowl with the rice, tomato purée, bouillon, dill, spices and lamb. Mix and squash together with your hands then add the egg and mix again. Tip the can of tomatoes into the base of the loaf tin then pack the mince mixture on top and press down lightly to compact it. Cover the tin with foil and bake in the oven for 1 hr 40 mins, taking off the foil for the last 15 mins.', 'Once the meatloaf has been cooking for 1 hr, tip the peppers, courgettes and red onion into a roasting tin and toss with the oil. Roast in the oven with the meatloaf for 40 mins until the vegetables are tender and a little charred.', 'Take the meatloaf and roasted veg from the oven, leave the loaf to settle for 5 mins, then tip out onto a platter or board, remove the baking parchment and scatter with dill if using. Toss the roasted veg with the vinegar, garlic and mint and serve them with the meat loaf.']","['bouillon', 'vinegar', 'rice', 'onions', 'tomato', 'dill', 'clove', 'cinnamon', 'slices', 'vegetable', 'courgettes', 'oil', 'onion', 'eggs', 'cider', 'mint', 'aubergine', 'lamb', 'mince', 'garlic', 'allspice', 'cut', 'tomatoes', 'peppers']","{'Preparation': '15 mins', 'Cooking': '1 hr and 30 mins'}"
recipes,"A low fat, fail-safe pasta dish that proves that it's just as easy to whip up a meal as it is to turn on the microwave",https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1201764_10-83ccae9.jpg,Easy,c29e70f2-7d7c-4590-8831-db973f3b9ac5,Spicy spaghetti with garlic mushrooms,"['2 tbsp olive oil', '250g pack chestnut mushroom, thickly sliced', '1 garlic clove, thinly sliced', 'small bunch parsley, leaves only', '1 celery  stick, finely chopped', '1 onion, finely chopped', '400g can chopped tomato', '1⁄2 red chilli, deseeded and finely chopped, (or use drieds chilli flakes)', '300g spaghetti']","['Heat 1 tbsp oil in a pan, add the mushrooms, then fry over a high heat for 3 mins until golden and softened. Add the garlic, fry for 1 min more, then tip into a bowl with the parsley. Add the onion and celery to the pan with the rest of the oil, then fry for 5 mins until lightly coloured.', 'Stir in the tomatoes, chilli and a little salt, then bring to the boil. Reduce the heat and simmer, uncovered, for 10 mins until thickened. Meanwhile, boil the spaghetti, then drain. Toss with the sauce, top with the garlicky mushrooms, then serve.']","['spaghetti', 'olive', 'celery', 'clove', 'chestnut', 'oil', 'parsley', 'stick', 'tomato', 'garlic', 'onion', 'mushroom', 'chilli']","{'Preparation': '10 mins', 'Cooking': '15 mins'}"
recipes,A clever mix of basmati and wild rice gives this superhealthy chicken dish a wonderfully nutty bite,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-21683_12-c7efb74.jpg,Easy,128478de-e5f4-42fc-81c9-a218ca33cab1,Spicy chicken fried rice,"['300g mixed basmati and wild  rice', '1 chicken  stock  cube', '4  skinless  chicken breasts, thinly sliced', '3 tsp  ground  cumin', 'good pinch  chilli flakes', 'handful  coriander, roughly chopped', '1 tbsp sunflower oil', '2 red  peppers, deseeded and thinly sliced', '400g  can  kidney bean, rinsed and drained', 'bunch  spring onions, thinly sliced']","['Put the rice into a saucepan, cover with water, crumble in the stock cube, then bring to the boil. Stir the rice once, then simmer for about 20 mins until tender. Drain well.', 'Meanwhile, toss the chicken in the spices and coriander. Heat a pan, add the oil, tip in the peppers, then stir-fry for 3 mins until starting to soften. Add the chicken, then fry until golden, about 5 mins. Add the rice, beans and spring onions, then warm through.']","['rice', 'oil', 'bean', 'onions', 'peppers', 'breasts', 'stock', 'coriander', 'chilli', 'cumin', 'chicken']","{'Preparation': '5 mins', 'Cooking': '25 mins'}"
recipes,A healthy and light chicken dish that's perfect for a buffet,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-3549_12-80faaa6.jpg,Easy,c2c0f3cc-d386-468c-8455-c397a659dfa8,Hoisin chicken in crisp lettuce,"['1 tbsp  dry sherry', '1 tsp  cornflour', '1 tbsp light soy sauce', '2 tbsp  hoisin sauce', '½ tsp  sugar', '5 tbsp  chicken stock', '1 tbsp  sunflower oil', '1 large  garlic clove, crushed', '3 spring onions, chopped, green separated from white, plus 1 shredded for garnish', '200g minced chicken', '220g can water chestnut, drained and chopped', '2-4 tbsp chopped fresh coriander', '3 Little Gem lettuces, each broken into 8 individual leaves']","['In a bowl, mix the sherry and cornflour to a smooth liquid. Add the soy and hoisin sauces, sugar and stock. Set aside.', 'Heat the oil in a wok or large frying pan, toss in the garlic and whites of the spring onions and stir fry for 2-3 minutes. Tip in the chicken and stir fry over a high heat until it colours, using the back of a spoon to break up any big lumps. Tip in the water chestnuts and stir fry for a further 1-2 minutes.', 'Push the chicken mixture to one side of the wok. Pour the sherry mixture into the empty part and stir for 1-2 minutes until it bubbles and thickens. Combine thoroughly, then leave to simmer for 5-10 minutes. Season and stir in the green spring onions and coriander.', 'Lay the lettuce leaves on serving plates, spoon in the warm mixture without overfilling, and scatter with the shredded spring onion. Suggest your guests roll the lettuce up around the filling to make a shape that’s easy to eat as finger food.', 'Prepare ahead; you can cook the filling the day before, leave to cool and store in a plastic container in the fridge overnight. Reheat it well for 5-10 minutes until hot, stirring all the time and adding a splash of hot water if it’s too dry.']","['chicken', 'garlic', 'green', 'clove', 'sherry', 'water', 'oil', 'chestnut', 'gem', 'onions', 'garnish', 'soy', 'sauce', 'white', 'lettuces', 'stock', 'sugar', 'coriander']","{'Preparation': '20 mins - 30 mins', 'Cooking': '30 mins'}"
recipes,Yeast extract gives a deep savoury flavour to these tasty pinwheel cheddar cheese scones - perfect for afternoon tea or a simple snack,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cheese-marmite-scones-52b4ba1.jpg,Easy,6e8e3730-47e8-46ba-99ee-9dbb9c8f63ab,Cheese & Marmite scones,"['450g plain flour, plus extra for dusting', '1 tbsp baking powder', '3 tsp yeast extract', '1 large egg', 'about 250ml milk', '1 tbsp sunflower oil', '140g mature cheddar, grated', '100g full-fat cream cheese']","['Heat oven to 220C/200C fan/gas 7 and dust a baking tray with a little flour. Mix the flour and baking powder in a large bowl. Put 1 tsp yeast extract in a jug, add the egg and make up to 300ml with the milk. Stir in the oil, then beat really well to dissolve the yeast extract.', 'Tip 85g of the cheddar into a bowl and mix with the cream cheese and remaining yeast extract to make a spread. Toss the rest of the cheese through the flour mixture, then pour in the milk mixture and stir with the blade of a knife until it comes together. (You need to work quickly once you’ve added the liquid, as it activates the baking powder.) Tip onto a lightly floured work surface and gently knead the mix, taking care not to overwork it, as it will make the scones heavy.', 'Press or lightly roll the dough into an oblong about 20 x 25cm. Spread with the yeast extract mixture and roll up from the longest side to create a tight, fat cylinder. Pat the ends of the cylinder to straighten them, then slice into 8 pinwheels and put on the baking tray, patting them to make flattish rounds. Bake for 12-15 mins until golden and cooked.', 'Leave for a few mins on the tray to allow the cheese centre to harden a little, then transfer to a wire rack to cool. Eat warm or cold. Best eaten on the day they are made.']","['milk', 'cheese', 'oil', 'egg', 'flour', 'cheddar', 'cream']","{'Preparation': '20 mins', 'Cooking': '12 mins - 15 mins'}"
recipes,A shepherd's pie with a real twist - top a chilli con carne style filling with cheesy mash and tortilla chips,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1308488_3-520bbbf.jpg,Easy,535e6a2c-2f10-4486-bee9-275b3f536d44,Mexican beef & potato pie,"['1 tbsp cumin seed', '300g jar hot salsa', '500g pack lean minced beef', '1 beef stock cube', '400g can  red kidney beans', '1kg potato, cut into chunks', '50g butter', '100g mature cheddar, grated', '50g cheese-flavoured tortilla chip']","['Heat oven to 180C/160C fan/gas 4. Warm the cumin seeds in a large pan and toast for a few secs. Tip the salsa into the pan, then stir in the mince, breaking it up with a wooden spoon. Crumble in the stock cube, tip in the beans with their juice and add a little less than a can of water. Season, then part-cover and simmer for 40 mins, stirring occasionally. If there is still a lot of liquid after 30 mins, remove the lid completely and allow it to reduce a little until thickened.', 'Meanwhile, boil the potatoes until tender, then drain and mash with the butter and seasoning. Spoon the mince into an ovenproof dish and top with the potato, smoothing to cover the meat completely. Mix the cheese with the tortillas, then scatter on top of the pie and bake for 10 mins to melt the cheese – take care that the tortillas don’t burn.']","['cheddar', 'potato', 'beans', 'chip', 'tortilla', 'beef', 'stock', 'butter', 'salsa', 'cumin', 'cut']","{'Preparation': '20 mins', 'Cooking': '1 hr'}"
recipes,Pair lamb with homemade mint sauce for a bit of zing - or make it veggie and use halloumi instead,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-13650_11-8376d86.jpg,Easy,baa9c454-69e3-47ed-971f-2ea43d4c7888,Minty lamb with warm veg salad,"['3 carrots, peeled, cut into sticks', '3 medium parsnips, peeled, cut into sticks', '2 red onions, peeled, cut into wedges', '2 tbsp olive oil', '3 large cooked beetroot, cut into wedges', '3 tbsp balsamic vinegar', '4 lamb chops, trimmed', 'small bunch mint, roughly chopped']","['Heat oven to 220C/fan 200C/gas 7. Mix together the carrots, parsnips and onions in a roasting tin with 1 tbsp oil, then roast for 15 mins. Toss in the beetroot, drizzle with 2 tbsp balsamic vinegar, then roast for 15 mins more until just tender.', 'Meanwhile, heat 1 tbsp oil in a non-stick frying pan. Fry the chops for 6-8 mins, turning halfway, until cooked to your liking. Whizz half the mint in a small food processor with the remaining vinegar and oil, then season. Add a little water if the mixture is a bit thick. Toss the remaining mint with the roasted veg, then season and serve alongside the chops, drizzled with mint sauce.']","['sticks', 'olive', 'beetroot', 'vinegar', 'chops', 'onions', 'oil', 'mint', 'parsnips', 'wedges', 'lamb', 'carrots', 'cut']","{'Preparation': '10 mins', 'Cooking': '30 mins'}"
